FIPS Code,Geography,Year,Program Type,Population,County,Land Area (sq mi.),Population Density (person/sq.mi.),Annual Population Growth Rate,2-Year Growth Rate,3-Year Growth Rate,4-Year Growth Rate,5-Year Growth Rate,10-Year Growth Rate
36001,Albany County,1970,Intercensal Population Estimate,287114,Albany,522.8,549.1851568,,,,,,
36001,Albany County,1971,Intercensal Population Estimate,288615,Albany,522.8,552.0562357,0.005227889,,,,,
36001,Albany County,1972,Intercensal Population Estimate,290302,Albany,522.8,555.283091,0.005845157,0.011103603,,,,
36001,Albany County,1973,Intercensal Population Estimate,289754,Albany,522.8,554.2348891,-0.001887689,0.003946434,0.009194954,,,
36001,Albany County,1974,Intercensal Population Estimate,289148,Albany,522.8,553.075746,-0.002091429,-0.003975171,0.001846751,0.007084294,,
36001,Albany County,1975,Intercensal Population Estimate,287864,Albany,522.8,550.6197399,-0.004440632,-0.006522774,-0.008398151,-0.002602082,0.002612203,
36001,Albany County,1976,Intercensal Population Estimate,286519,Albany,522.8,548.0470543,-0.004672345,-0.00909223,-0.011164643,-0.013031257,-0.00726227,
36001,Albany County,1977,Intercensal Population Estimate,286155,Albany,522.8,547.3508034,-0.001270422,-0.005936831,-0.0103511,-0.012420881,-0.014285124,
36001,Albany County,1978,Intercensal Population Estimate,286918,Albany,522.8,548.8102525,0.002666387,0.001392578,-0.003286274,-0.007712313,-0.009787613,
36001,Albany County,1979,Intercensal Population Estimate,286968,Albany,522.8,548.9058914,0.000174266,0.002841118,0.001567086,-0.003112581,-0.007539392,
36001,Albany County,1980,Intercensal Population Estimate,286290,Albany,522.8,547.6090283,-0.002362633,-0.002188779,0.000471772,-0.000799249,-0.00546786,-0.00286994
36001,Albany County,1981,Intercensal Population Estimate,286690,Albany,522.8,548.3741393,0.001397185,-0.000968749,-0.000794652,0.001869616,0.000596819,-0.006669785
36001,Albany County,1982,Intercensal Population Estimate,287159,Albany,522.8,549.2712318,0.001635913,0.003035384,0.000665579,0.000839961,0.003508588,-0.010826656
36001,Albany County,1983,Intercensal Population Estimate,287780,Albany,522.8,550.4590666,0.002162565,0.003802016,0.005204513,0.002829584,0.003004343,-0.006812676
36001,Albany County,1984,Intercensal Population Estimate,288450,Albany,522.8,551.7406274,0.002328167,0.004495767,0.006139035,0.007544797,0.005164339,-0.002413989
36001,Albany County,1985,Intercensal Population Estimate,289760,Albany,522.8,554.2463657,0.004541515,0.006880256,0.0090577,0.010708431,0.012120577,0.006586444
36001,Albany County,1986,Intercensal Population Estimate,291010,Albany,522.8,556.6373374,0.004313915,0.008875022,0.011223852,0.013410689,0.015068541,0.015674353
36001,Albany County,1987,Intercensal Population Estimate,290843,Albany,522.8,556.3179036,-0.000573863,0.003737576,0.008296065,0.010643547,0.01282913,0.01638273
36001,Albany County,1988,Intercensal Population Estimate,291094,Albany,522.8,556.7980107,0.000863009,0.00028865,0.00460381,0.009166233,0.011515741,0.014554681
36001,Albany County,1989,Intercensal Population Estimate,292202,Albany,522.8,558.917368,0.003806331,0.004672624,0.004096079,0.008427664,0.013007454,0.018238967
36001,Albany County,1990,Intercensal Population Estimate,292956,Albany,522.8,560.3596021,0.002580407,0.006396559,0.007265088,0.006687055,0.011029818,0.023284083
36001,Albany County,1991,Intercensal Population Estimate,295530,Albany,522.8,565.283091,0.008786302,0.011389381,0.015239064,0.016115224,0.015532112,0.0308347
36001,Albany County,1992,Intercensal Population Estimate,296913,Albany,522.8,567.9284621,0.004679728,0.013507148,0.016122408,0.019990106,0.020870366,0.033967245
36001,Albany County,1993,Intercensal Population Estimate,298592,Albany,522.8,571.1400153,0.005654855,0.010361046,0.019238384,0.021868433,0.025758003,0.037570366
36001,Albany County,1994,Intercensal Population Estimate,300262,Albany,522.8,574.3343535,0.005592916,0.011279398,0.016011911,0.024938899,0.027583658,0.040949905
36001,Albany County,1995,Intercensal Population Estimate,299725,Albany,522.8,573.307192,-0.001788438,0.003794475,0.009470788,0.014194836,0.023105859,0.03439053
36001,Albany County,1996,Intercensal Population Estimate,297680,Albany,522.8,569.3955624,-0.006822921,-0.008599157,-0.003054335,0.002583248,0.007275065,0.022920175
36001,Albany County,1997,Intercensal Population Estimate,296187,Albany,522.8,566.5397858,-0.005015453,-0.011804154,-0.013571481,-0.008054469,-0.002445161,0.018374174
36001,Albany County,1998,Intercensal Population Estimate,295097,Albany,522.8,564.4548585,-0.003680107,-0.008677103,-0.015440821,-0.017201644,-0.011704935,0.013751572
36001,Albany County,1999,Intercensal Population Estimate,294692,Albany,522.8,563.6801836,-0.00137243,-0.005047487,-0.010037624,-0.016792059,-0.018550466,0.008521502
36001,Albany County,2000,Intercensal Population Estimate,295106,Albany,522.8,564.4720735,0.001404857,3.04984E-05,-0.003649721,-0.008646869,-0.015410793,0.007338986
36001,Albany County,2001,Intercensal Population Estimate,296232,Albany,522.8,566.6258607,0.003815578,0.005225795,0.003846193,0.000151931,-0.004864284,0.002375393
36001,Albany County,2002,Intercensal Population Estimate,298283,Albany,522.8,570.5489671,0.006923627,0.010765623,0.012185604,0.01079645,0.00707661,0.004614146
36001,Albany County,2003,Intercensal Population Estimate,301085,Albany,522.8,575.9085692,0.009393764,0.01638243,0.020260517,0.021693836,0.020291633,0.008349186
36001,Albany County,2004,Intercensal Population Estimate,302173,Albany,522.8,577.989671,0.003613597,0.013041306,0.020055227,0.023947327,0.025385827,0.006364442
36001,Albany County,2005,Intercensal Population Estimate,302791,Albany,522.8,579.1717674,0.002045186,0.005666174,0.015113164,0.02214143,0.02604149,0.010229377
36001,Albany County,2006,Intercensal Population Estimate,303997,Albany,522.8,581.4785769,0.003982945,0.006036277,0.009671687,0.019156305,0.026212563,0.021220774
36001,Albany County,2007,Intercensal Population Estimate,303858,Albany,522.8,581.2127008,-0.000457241,0.003523883,0.005576276,0.009210024,0.018690304,0.025899179
36001,Albany County,2008,Intercensal Population Estimate,303739,Albany,522.8,580.9850803,-0.00039163,-0.000848693,0.003130872,0.005182462,0.008814787,0.029285286
36001,Albany County,2009,Intercensal Population Estimate,304733,Albany,522.8,582.886381,0.003272546,0.002879635,0.002421077,0.006413665,0.008471968,0.034072863
36003,Allegany County,1970,Intercensal Population Estimate,46782,Allegany,1029.31,45.44986447,,,,,,
36003,Allegany County,1971,Intercensal Population Estimate,48062,Allegany,1029.31,46.69341598,0.027360951,,,,,
36003,Allegany County,1972,Intercensal Population Estimate,49963,Allegany,1029.31,48.54028427,0.039553077,0.067996238,,,,
36003,Allegany County,1973,Intercensal Population Estimate,50255,Allegany,1029.31,48.82396946,0.005844325,0.045628563,0.074237955,,,
36003,Allegany County,1974,Intercensal Population Estimate,50539,Allegany,1029.31,49.09988245,0.005651179,0.011528531,0.051537597,0.080308666,,
36003,Allegany County,1975,Intercensal Population Estimate,51452,Allegany,1029.31,49.98688442,0.018065257,0.023818526,0.029802054,0.070533894,0.099824719,
36003,Allegany County,1976,Intercensal Population Estimate,51859,Allegany,1029.31,50.38229494,0.007910285,0.026118443,0.031917222,0.037948082,0.079002122,
36003,Allegany County,1977,Intercensal Population Estimate,52153,Allegany,1029.31,50.66792317,0.005669218,0.013624349,0.031935733,0.037767386,0.043832436,
36003,Allegany County,1978,Intercensal Population Estimate,52207,Allegany,1029.31,50.7203855,0.001035415,0.006710503,0.014673871,0.033004215,0.038841906,
36003,Allegany County,1979,Intercensal Population Estimate,52348,Allegany,1029.31,50.85737047,0.002700787,0.003738999,0.009429414,0.017414289,0.035794139,
36003,Allegany County,1980,Intercensal Population Estimate,51830,Allegany,1029.31,50.35412072,-0.009895316,-0.007221254,-0.006193316,-0.000559209,0.007346653,0.10790475
36003,Allegany County,1981,Intercensal Population Estimate,51861,Allegany,1029.31,50.38423798,0.000598109,-0.009303125,-0.006627464,-0.005598911,3.85661E-05,0.079043735
36003,Allegany County,1982,Intercensal Population Estimate,51640,Allegany,1029.31,50.16953105,-0.004261391,-0.003665831,-0.013524872,-0.010860613,-0.009836443,0.033564838
36003,Allegany County,1983,Intercensal Population Estimate,51354,Allegany,1029.31,49.89167501,-0.005538342,-0.009776132,-0.00918387,-0.018988309,-0.016338805,0.021868471
36003,Allegany County,1984,Intercensal Population Estimate,51070,Allegany,1029.31,49.61576202,-0.005530241,-0.011037955,-0.015252309,-0.014663322,-0.02441354,0.010506737
36003,Allegany County,1985,Intercensal Population Estimate,50723,Allegany,1029.31,49.27864297,-0.006794596,-0.012287261,-0.017757552,-0.021943271,-0.021358287,-0.014168545
36003,Allegany County,1986,Intercensal Population Estimate,50060,Allegany,1029.31,48.63452216,-0.013070993,-0.019776777,-0.025197648,-0.030596437,-0.034727445,-0.034690218
36003,Allegany County,1987,Intercensal Population Estimate,49768,Allegany,1029.31,48.35083697,-0.005833,-0.018827751,-0.025494419,-0.03088367,-0.036250968,-0.04573083
36003,Allegany County,1988,Intercensal Population Estimate,49835,Allegany,1029.31,48.41592912,0.001346247,-0.004494606,-0.017506851,-0.024182495,-0.029579001,-0.04543452
36003,Allegany County,1989,Intercensal Population Estimate,50166,Allegany,1029.31,48.73750376,0.006641918,0.007997107,0.002117459,-0.010981212,-0.017701194,-0.041682586
36003,Allegany County,1990,Intercensal Population Estimate,50522,Allegany,1029.31,49.08336653,0.00709644,0.013785492,0.015150297,0.009228925,-0.003962699,-0.02523635
36003,Allegany County,1991,Intercensal Population Estimate,50935,Allegany,1029.31,49.48460619,0.008174657,0.015329107,0.02207284,0.023448802,0.017479025,-0.017855421
36003,Allegany County,1992,Intercensal Population Estimate,50967,Allegany,1029.31,49.51569498,0.000628252,0.008808044,0.01596699,0.022714959,0.024091786,-0.013032533
36003,Allegany County,1993,Intercensal Population Estimate,50807,Allegany,1029.31,49.36025104,-0.003139286,-0.002513007,0.005641107,0.012777578,0.019504364,-0.010651556
36003,Allegany County,1994,Intercensal Population Estimate,51012,Allegany,1029.31,49.55941359,0.004034877,0.000882924,0.001511731,0.009698745,0.016864011,-0.001135696
36003,Allegany County,1995,Intercensal Population Estimate,51251,Allegany,1029.31,49.79160797,0.004685172,0.008738953,0.005572233,0.006203985,0.014429358,0.010409479
36003,Allegany County,1996,Intercensal Population Estimate,50869,Allegany,1029.31,49.42048557,-0.007453513,-0.002803262,0.001220304,-0.001922813,-0.001295769,0.016160607
36003,Allegany County,1997,Intercensal Population Estimate,50325,Allegany,1029.31,48.89197618,-0.010694136,-0.01806794,-0.013467419,-0.009486882,-0.012596386,0.011191931
36003,Allegany County,1998,Intercensal Population Estimate,49991,Allegany,1029.31,48.56748696,-0.00663686,-0.017260021,-0.024584886,-0.020014898,-0.016060779,0.00313033
36003,Allegany County,1999,Intercensal Population Estimate,49997,Allegany,1029.31,48.5733161,0.000120022,-0.006517635,-0.017142071,-0.024467815,-0.019897279,-0.003368816
36003,Allegany County,2000,Intercensal Population Estimate,49819,Allegany,1029.31,48.40038472,-0.003560214,-0.003440619,-0.010054645,-0.020641255,-0.027940918,-0.01391473
36003,Allegany County,2001,Intercensal Population Estimate,50079,Allegany,1029.31,48.65298112,0.005218892,0.001640098,0.001760317,-0.004888227,-0.015530087,-0.016805733
36003,Allegany County,2002,Intercensal Population Estimate,50014,Allegany,1029.31,48.58983202,-0.001297949,0.003914169,0.00034002,0.000460083,-0.006179831,-0.018698373
36003,Allegany County,2003,Intercensal Population Estimate,50165,Allegany,1029.31,48.73653224,0.003019155,0.001717287,0.006945141,0.003360202,0.003480627,-0.012636054
36003,Allegany County,2004,Intercensal Population Estimate,50311,Allegany,1029.31,48.87837483,0.002910396,0.005938337,0.00463268,0.00987575,0.006280377,-0.013741865
36003,Allegany County,2005,Intercensal Population Estimate,49768,Allegany,1029.31,48.35083697,-0.010792868,-0.007913884,-0.004918623,-0.006210188,-0.001023706,-0.028936021
36003,Allegany County,2006,Intercensal Population Estimate,49359,Allegany,1029.31,47.9534834,-0.008218132,-0.018922303,-0.016066979,-0.013096333,-0.014377284,-0.029684091
36003,Allegany County,2007,Intercensal Population Estimate,49079,Allegany,1029.31,47.68145651,-0.005672724,-0.013844237,-0.024487687,-0.02164856,-0.018694765,-0.024759066
36003,Allegany County,2008,Intercensal Population Estimate,49177,Allegany,1029.31,47.77666592,0.001996781,-0.003687271,-0.0118751,-0.022539802,-0.019695006,-0.016282931
36003,Allegany County,2009,Intercensal Population Estimate,48969,Allegany,1029.31,47.5745888,-0.00422962,-0.002241284,-0.007901295,-0.016054493,-0.026674087,-0.020561234
36005,Bronx County,1970,Intercensal Population Estimate,1472841,Bronx,42.1,34984.34679,,,,,,
36005,Bronx County,1971,Intercensal Population Estimate,1477414,Bronx,42.1,35092.96912,0.003104884,,,,,
36005,Bronx County,1972,Intercensal Population Estimate,1472517,Bronx,42.1,34976.65083,-0.003314575,-0.000219983,,,,
36005,Bronx County,1973,Intercensal Population Estimate,1418905,Bronx,42.1,33703.20665,-0.036408408,-0.039602305,-0.036620382,,,
36005,Bronx County,1974,Intercensal Population Estimate,1381621,Bronx,42.1,32817.60095,-0.026276601,-0.06172832,-0.064838292,-0.061934723,,
36005,Bronx County,1975,Intercensal Population Estimate,1347968,Bronx,42.1,32018.24228,-0.024357621,-0.049994186,-0.084582385,-0.087616606,-0.084783761,
36005,Bronx County,1976,Intercensal Population Estimate,1313974,Bronx,42.1,31210.78385,-0.0252187,-0.048962053,-0.073952097,-0.107668027,-0.110625728,
36005,Bronx County,1977,Intercensal Population Estimate,1265491,Bronx,42.1,30059.16865,-0.03689799,-0.061186171,-0.084053442,-0.108121403,-0.140593283,
36005,Bronx County,1978,Intercensal Population Estimate,1220935,Bronx,42.1,29000.83135,-0.035208468,-0.070807337,-0.094240368,-0.116302517,-0.139523083,
36005,Bronx County,1979,Intercensal Population Estimate,1188565,Bronx,42.1,28231.94774,-0.026512468,-0.060787473,-0.095442528,-0.118254291,-0.139731518,
36005,Bronx County,1980,Intercensal Population Estimate,1167602,Bronx,42.1,27734.01425,-0.017637235,-0.043682096,-0.077352585,-0.11139642,-0.133805847,-0.207245045
36005,Bronx County,1981,Intercensal Population Estimate,1163912,Bronx,42.1,27646.3658,-0.003160323,-0.020741819,-0.04670437,-0.080268449,-0.114204695,-0.212196446
36005,Bronx County,1982,Intercensal Population Estimate,1164329,Bronx,42.1,27656.27078,0.000358275,-0.002803181,-0.020390976,-0.046362828,-0.079938933,-0.209293339
36005,Bronx County,1983,Intercensal Population Estimate,1175406,Bronx,42.1,27919.38242,0.009513634,0.009875317,0.006683784,-0.011071334,-0.037290273,-0.171610502
36005,Bronx County,1984,Intercensal Population Estimate,1179413,Bronx,42.1,28014.56057,0.003409035,0.012955101,0.013318017,0.010115604,-0.007700042,-0.146355621
36005,Bronx County,1985,Intercensal Population Estimate,1187894,Bronx,42.1,28216.0095,0.007190865,0.010624414,0.020239125,0.020604651,0.01737921,-0.118752077
36005,Bronx County,1986,Intercensal Population Estimate,1198837,Bronx,42.1,28475.93824,0.009212101,0.01646921,0.019934389,0.029637671,0.030006564,-0.087625021
36005,Bronx County,1987,Intercensal Population Estimate,1210712,Bronx,42.1,28758.00475,0.009905433,0.019208785,0.026537778,0.030037281,0.039836678,-0.043286756
36005,Bronx County,1988,Intercensal Population Estimate,1215834,Bronx,42.1,28879.66746,0.004230568,0.014177907,0.023520617,0.030880616,0.034394924,-0.004177946
36005,Bronx County,1989,Intercensal Population Estimate,1213675,Bronx,42.1,28828.3848,-0.001775736,0.00244732,0.012376995,0.021703115,0.029050044,0.021126316
36005,Bronx County,1990,Intercensal Population Estimate,1207053,Bronx,42.1,28671.09264,-0.005456156,-0.007222203,-0.003022189,0.006853309,0.016128543,0.033788054
36005,Bronx County,1991,Intercensal Population Estimate,1214835,Bronx,42.1,28855.93824,0.006447107,0.000955775,-0.000821658,0.003405434,0.0133446,0.043751589
36005,Bronx County,1992,Intercensal Population Estimate,1223153,Bronx,42.1,29053.51544,0.00684702,0.013338271,0.007809339,0.006019736,0.010275772,0.050521803
36005,Bronx County,1993,Intercensal Population Estimate,1238907,Bronx,42.1,29427.71971,0.012879828,0.019815037,0.026389893,0.02078975,0.018977097,0.054024737
36005,Bronx County,1994,Intercensal Population Estimate,1250789,Bronx,42.1,29709.95249,0.009590712,0.022594066,0.029595789,0.036233703,0.03057985,0.060518241
36005,Bronx County,1995,Intercensal Population Estimate,1262064,Bronx,42.1,29977.76722,0.00901431,0.018691476,0.031812046,0.038876885,0.045574635,0.062438231
36005,Bronx County,1996,Intercensal Population Estimate,1272693,Bronx,42.1,30230.23753,0.008421918,0.017512146,0.027270812,0.040501883,0.047626221,0.061606374
36005,Bronx County,1997,Intercensal Population Estimate,1285683,Bronx,42.1,30538.7886,0.010206703,0.018714582,0.027897591,0.037755861,0.051121977,0.061923067
36005,Bronx County,1998,Intercensal Population Estimate,1300823,Bronx,42.1,30898.40855,0.011775842,0.022102738,0.030710804,0.040001951,0.04997631,0.069901812
36005,Bronx County,1999,Intercensal Population Estimate,1317895,Bronx,42.1,31303.91924,0.013123999,0.025054387,0.035516814,0.044237852,0.053650936,0.085871424
36005,Bronx County,2000,Intercensal Population Estimate,1334319,Bronx,42.1,31694.038,0.012462298,0.025749852,0.037828921,0.048421732,0.057251455,0.105435304
36005,Bronx County,2001,Intercensal Population Estimate,1346555,Bronx,42.1,31984.67933,0.009170221,0.021746801,0.035156205,0.047346041,0.058035991,0.108426247
36005,Bronx County,2002,Intercensal Population Estimate,1358739,Bronx,42.1,32274.08551,0.009048275,0.018301471,0.030991847,0.044522583,0.056822716,0.110849583
36005,Bronx County,2003,Intercensal Population Estimate,1362373,Bronx,42.1,32360.4038,0.002674539,0.011747014,0.021024957,0.033749274,0.047316199,0.099657198
36005,Bronx County,2004,Intercensal Population Estimate,1358963,Bronx,42.1,32279.40618,-0.002502986,0.000164859,0.009214625,0.018469347,0.031161815,0.086484611
36005,Bronx County,2005,Intercensal Population Estimate,1351736,Bronx,42.1,32107.74347,-0.005318026,-0.0078077,-0.005154044,0.003847596,0.0130531,0.071051864
36005,Bronx County,2006,Intercensal Population Estimate,1348164,Bronx,42.1,32022.89786,-0.002642528,-0.0079465,-0.010429596,-0.007782952,0.001194901,0.05930024
36005,Bronx County,2007,Intercensal Population Estimate,1354056,Bronx,42.1,32162.85036,0.004370388,0.001716311,-0.003610842,-0.006104789,-0.003446578,0.053180294
36005,Bronx County,2008,Intercensal Population Estimate,1363488,Bronx,42.1,32386.88836,0.006965738,0.01136657,0.008694005,0.003329745,0.000818425,0.048173349
36005,Bronx County,2009,Intercensal Population Estimate,1376261,Bronx,42.1,32690.28504,0.009367886,0.016398879,0.020840936,0.018143336,0.012728823,0.044287291
36007,Broome County,1970,Intercensal Population Estimate,222065,Broome,705.77,314.6421639,,,,,,
36007,Broome County,1971,Intercensal Population Estimate,223050,Broome,705.77,316.0378027,0.004435638,,,,,
36007,Broome County,1972,Intercensal Population Estimate,219760,Broome,705.77,311.3762274,-0.014750056,-0.010379844,,,,
36007,Broome County,1973,Intercensal Population Estimate,219717,Broome,705.77,311.315301,-0.000195668,-0.014942838,-0.010573481,,,
36007,Broome County,1974,Intercensal Population Estimate,218031,Broome,705.77,308.9264208,-0.007673507,-0.007867674,-0.022501681,-0.018165852,,
36007,Broome County,1975,Intercensal Population Estimate,220043,Broome,705.77,311.7772079,0.009228046,0.001483727,0.001287768,-0.013481282,-0.009105442,
36007,Broome County,1976,Intercensal Population Estimate,219805,Broome,705.77,311.4399875,-0.001081607,0.008136458,0.000400515,0.000204769,-0.014548308,
36007,Broome County,1977,Intercensal Population Estimate,219102,Broome,705.77,310.4439123,-0.003198289,-0.004276437,0.004912146,-0.002799055,-0.002994175,
36007,Broome County,1978,Intercensal Population Estimate,217855,Broome,705.77,308.6770478,-0.005691413,-0.0088715,-0.009943511,-0.000807225,-0.008474538,
36007,Broome County,1979,Intercensal Population Estimate,217087,Broome,705.77,307.5888746,-0.003525281,-0.00919663,-0.012365506,-0.013433738,-0.00432966,
36007,Broome County,1980,Intercensal Population Estimate,213850,Broome,705.77,303.0023945,-0.014911073,-0.018383787,-0.023970571,-0.027092195,-0.028144499,-0.036993673
36007,Broome County,1981,Intercensal Population Estimate,213544,Broome,705.77,302.5688255,-0.00143091,-0.016320646,-0.019788391,-0.025367181,-0.028484338,-0.042618247
36007,Broome County,1982,Intercensal Population Estimate,213903,Broome,705.77,303.0774898,0.001681152,0.000247837,-0.014666931,-0.018140506,-0.023728674,-0.026651802
36007,Broome County,1983,Intercensal Population Estimate,213413,Broome,705.77,302.3832127,-0.002290758,-0.000613457,-0.002043488,-0.01692409,-0.020389709,-0.028691453
36007,Broome County,1984,Intercensal Population Estimate,213060,Broome,705.77,301.8830497,-0.00165407,-0.003941039,-0.002266512,-0.003694178,-0.018550167,-0.02279951
36007,Broome County,1985,Intercensal Population Estimate,213846,Broome,705.77,302.996727,0.003689102,0.00202893,-0.000266476,0.001414228,-1.87047E-05,-0.028162677
36007,Broome County,1986,Intercensal Population Estimate,212792,Broome,705.77,301.5033226,-0.004928781,-0.001257862,-0.002909851,-0.005193943,-0.003521522,-0.031905553
36007,Broome County,1987,Intercensal Population Estimate,211283,Broome,705.77,299.3652323,-0.007091432,-0.01198526,-0.008340374,-0.009980648,-0.012248543,-0.035686575
36007,Broome County,1988,Intercensal Population Estimate,211984,Broome,705.77,300.3584737,0.003317825,-0.003797135,-0.008707201,-0.005050221,-0.006695937,-0.026949118
36007,Broome County,1989,Intercensal Population Estimate,212406,Broome,705.77,300.9564022,0.001990716,0.005315146,-0.001813978,-0.006733818,-0.003069558,-0.021562784
36007,Broome County,1990,Intercensal Population Estimate,212252,Broome,705.77,300.7382008,-0.000725027,0.001264246,0.004586266,-0.002537689,-0.007453962,-0.007472527
36007,Broome County,1991,Intercensal Population Estimate,212820,Broome,705.77,301.5429956,0.002676064,0.001949097,0.003943694,0.007274603,0.000131584,-0.003390402
36007,Broome County,1992,Intercensal Population Estimate,213460,Broome,705.77,302.4498066,0.003007236,0.005691348,0.004962195,0.00696279,0.010303716,-0.002071032
36007,Broome County,1993,Intercensal Population Estimate,212756,Broome,705.77,301.4523145,-0.003298042,-0.000300724,0.002374536,0.001647788,0.003641784,-0.003078538
36007,Broome County,1994,Intercensal Population Estimate,210823,Broome,705.77,298.7134619,-0.009085525,-0.012353603,-0.009383517,-0.006732563,-0.007452708,-0.01049939
36007,Broome County,1995,Intercensal Population Estimate,207478,Broome,705.77,293.9739575,-0.01586639,-0.024807761,-0.028023986,-0.025101024,-0.022492132,-0.029778439
36007,Broome County,1996,Intercensal Population Estimate,204415,Broome,705.77,289.6340167,-0.014763011,-0.030395166,-0.039204535,-0.042373278,-0.039493469,-0.039367081
36007,Broome County,1997,Intercensal Population Estimate,202053,Broome,705.77,286.2873174,-0.011554925,-0.026147351,-0.041598877,-0.050306454,-0.053438583,-0.043685483
36007,Broome County,1998,Intercensal Population Estimate,201072,Broome,705.77,284.8973462,-0.004855162,-0.016353986,-0.030875563,-0.046252069,-0.05491737,-0.051475583
36007,Broome County,1999,Intercensal Population Estimate,200881,Broome,705.77,284.6267198,-0.000949908,-0.005800458,-0.017288359,-0.031796142,-0.047158043,-0.054259296
36007,Broome County,2000,Intercensal Population Estimate,200351,Broome,705.77,283.8757669,-0.002638378,-0.00358578,-0.008423532,-0.019881124,-0.03435063,-0.056070143
36007,Broome County,2001,Intercensal Population Estimate,200868,Broome,705.77,284.6083002,0.002580471,-6.47149E-05,-0.001014562,-0.005864798,-0.017351956,-0.056160135
36007,Broome County,2002,Intercensal Population Estimate,201438,Broome,705.77,285.4159287,0.002837684,0.005425478,0.002772786,0.001820243,-0.003043756,-0.056319685
36007,Broome County,2003,Intercensal Population Estimate,201037,Broome,705.77,284.8477549,-0.001990687,0.000841349,0.003423991,0.000776579,-0.000174067,-0.055081878
36007,Broome County,2004,Intercensal Population Estimate,200974,Broome,705.77,284.7584907,-0.000313375,-0.002303438,0.00052771,0.003109543,0.000462961,-0.046716914
36007,Broome County,2005,Intercensal Population Estimate,200477,Broome,705.77,284.0542953,-0.002472957,-0.002785557,-0.004770699,-0.001946552,0.000628896,-0.033743337
36007,Broome County,2006,Intercensal Population Estimate,200905,Broome,705.77,284.6607252,0.002134908,-0.000343328,-0.000656596,-0.002645975,0.000184201,-0.017170951
36007,Broome County,2007,Intercensal Population Estimate,200877,Broome,705.77,284.6210522,-0.000139369,0.001995241,-0.000482649,-0.000795873,-0.002784976,-0.005820255
36007,Broome County,2008,Intercensal Population Estimate,201029,Broome,705.77,284.8364198,0.000756682,0.000617207,0.002753433,0.000273667,-3.97937E-05,-0.000213854
36007,Broome County,2009,Intercensal Population Estimate,200935,Broome,705.77,284.7032319,-0.000467594,0.000288734,0.000149324,0.002284551,-0.000194055,0.000268816
36009,Cattaraugus County,1970,Intercensal Population Estimate,82176,Cattaraugus,1308.35,62.80888142,,,,,,
36009,Cattaraugus County,1971,Intercensal Population Estimate,84217,Cattaraugus,1308.35,64.36886154,0.024836935,,,,,
36009,Cattaraugus County,1972,Intercensal Population Estimate,86193,Cattaraugus,1308.35,65.87916078,0.023463196,0.048882886,,,,
36009,Cattaraugus County,1973,Intercensal Population Estimate,84385,Cattaraugus,1308.35,64.49726755,-0.020976181,0.001994847,0.026881328,,,
36009,Cattaraugus County,1974,Intercensal Population Estimate,83950,Cattaraugus,1308.35,64.16478771,-0.005154945,-0.026022995,-0.003170381,0.021587812,,
36009,Cattaraugus County,1975,Intercensal Population Estimate,84963,Cattaraugus,1308.35,64.93904536,0.012066706,0.006849559,-0.0142703,0.008858069,0.033915012,
36009,Cattaraugus County,1976,Intercensal Population Estimate,85555,Cattaraugus,1308.35,65.39152367,0.006967739,0.019118523,0.013865023,-0.007401993,0.015887529,
36009,Cattaraugus County,1977,Intercensal Population Estimate,85605,Cattaraugus,1308.35,65.42973975,0.000584419,0.00755623,0.019714116,0.014457546,-0.0068219,
36009,Cattaraugus County,1978,Intercensal Population Estimate,85883,Cattaraugus,1308.35,65.64222112,0.003247474,0.003833791,0.010828243,0.02302561,0.01775197,
36009,Cattaraugus County,1979,Intercensal Population Estimate,85511,Cattaraugus,1308.35,65.35789353,-0.004331474,-0.001098067,-0.000514289,0.006449866,0.018594401,
36009,Cattaraugus County,1980,Intercensal Population Estimate,85852,Cattaraugus,1308.35,65.61852715,0.003987791,-0.000360956,0.002885345,0.003471451,0.010463378,0.044733255
36009,Cattaraugus County,1981,Intercensal Population Estimate,86080,Cattaraugus,1308.35,65.79279245,0.002655733,0.006654115,0.002293818,0.005548741,0.006136403,0.022121424
36009,Cattaraugus County,1982,Intercensal Population Estimate,85877,Cattaraugus,1308.35,65.63763519,-0.002358271,0.000291199,0.004280151,-6.98625E-05,0.003177384,-0.003666191
36009,Cattaraugus County,1983,Intercensal Population Estimate,85732,Cattaraugus,1308.35,65.52680858,-0.001688461,-0.004042751,-0.001397754,0.002584463,-0.001758206,0.015962553
36009,Cattaraugus County,1984,Intercensal Population Estimate,85296,Cattaraugus,1308.35,65.19356441,-0.005085616,-0.00676549,-0.009107807,-0.006476261,-0.002514296,0.016033353
36009,Cattaraugus County,1985,Intercensal Population Estimate,85545,Cattaraugus,1308.35,65.38388046,0.002919246,-0.002181216,-0.003865994,-0.006215149,-0.003575921,0.006850041
36009,Cattaraugus County,1986,Intercensal Population Estimate,84880,Cattaraugus,1308.35,64.87560668,-0.007773686,-0.004877134,-0.009937946,-0.011609628,-0.01394052,-0.007889662
36009,Cattaraugus County,1987,Intercensal Population Estimate,83883,Cattaraugus,1308.35,64.11357817,-0.011745994,-0.019428371,-0.016565841,-0.021567209,-0.023219255,-0.020115647
36009,Cattaraugus County,1988,Intercensal Population Estimate,83510,Cattaraugus,1308.35,63.82848626,-0.00444667,-0.016140434,-0.023788649,-0.020938848,-0.025917977,-0.027630614
